datetime,country,shape,duration (seconds),latitude,longitude
10/10/2008 20:00,us,light,180,47.6063889,-122.3308333
10/10/2008 20:40,us,light,300,38.2544444,-104.6086111
10/10/2008 21:30,us,oval,900,39.1619444,-84.4569444
10/10/2008 22:00,us,disk,30,32.7152778,-117.1563889
10/10/2008 22:30,us,circle,20,43.0730556,-89.4011111
10/10/2008 23:15,us,sphere,60,40.4797222,-84.6283333
10/10/2009 12:00,us,egg,60,38.8697222,-106.9872222
10/10/2009 12:42,us,unknown,6,36.1538889,-95.9925000
10/10/2009 16:24,us,unknown,180,34.1111111,-109.2908333
10/10/2009 19:30,us,unknown,900,36.7280556,-76.5838889
10/10/2009 20:30,us,light,300,33.8352778,-117.9136111
10/10/2009 20:45,us,light,600,34.2255556,-77.9450000
10/10/2009 21:00,us,disk,300,39.1155556,-77.5638889
10/10/2009 23:00,us,changing,900,41.7075000,-86.8950000
10/10/2009 23:23,us,light,180,37.3230556,-122.0311111
10/10/2010 01:00,us,light,7200,42.7675000,-78.7441667
10/10/2010 02:30,us,circle,240,40.2736111,-76.8847222
10/10/2010 03:00,us,circle,180,41.5930556,-81.5269444
10/10/2010 08:30,us,formation,600,34.3769444,-82.6958333
10/10/2010 12:00,us,light,240,41.0263889,-73.6288889
10/10/2010 13:00,us,light,180,32.8544444,-79.9750000
10/10/2010 15:00,,triangle,300,37.615223,-122.389979
10/10/2010 16:30,us,cigar,15,38.7891667,-77.1875000
10/10/2010 17:10,us,light,600,41.1669444,-73.2052778
10/10/2010 18:30,us,triangle,120,45.4077778,-122.5691667
10/10/2010 20:00,us,oval,60,31.4636111,-100.4366667
10/10/2010 20:20,us,fireball,5,41.8525000,-72.6441667
10/10/2010 20:45,us,cylinder,600,41.7886111,-89.6961111
10/10/2010 21:00,us,other,30,47.9791667,-122.2008333
10/10/2010 21:00,us,disk,7200,35.8752778,-110.6197222
10/10/2010 21:30,us,circle,10,42.6525000,-73.7566667
10/10/2010 22:30,us,egg,7200,33.7738889,-117.9405556
10/10/2010 23:00,us,changing,1200,25.7738889,-80.1938889
10/10/2011 00:00,us,triangle,7200,42.7283333,-73.6922222
10/10/2011 01:00,us,circle,300,36.7280556,-108.2180556
10/10/2011 02:00,us,other,300,34.6100000,-112.3150000
10/10/2011 10:30,us,circle,60,42.0963889,-79.3758333
10/10/2011 14:00,gb,oval,300,51.316667,-.266667
10/10/2011 14:30,us,oval,40,41.5500000,-71.4666667
10/10/2011 15:00,us,disk,5,41.3500000,-72.0788889
10/10/2011 18:15,,flash,2700,42.468164,-71.014118
10/10/2011 19:00,us,light,300,37.6086111,-77.3736111
10/10/2011 19:30,,,2700,35.947474,-86.488367
10/10/2011 20:00,ca,flash,4,43.25,-79.833333
10/10/2011 20:00,us,fireball,1200,41.5622222,-72.6511111
10/10/2011 21:00,us,fireball,60,41.4819444,-81.7983333
10/10/2011 21:00,us,circle,15,39.9625000,-76.7280556
10/10/2011 21:55,us,circle,3,41.1238889,-100.7650000
10/10/2011 23:00,us,triangle,90,39.5297222,-84.0866667
10/10/2012 10:15,us,circle,630,41.1669444,-73.2052778
10/10/2012 15:00,,triangle,300,37.615223,-122.389979
10/10/2012 18:56,us,sphere,240,32.7152778,-117.1563889
10/10/2012 19:09,us,oval,120,42.5802778,-83.0302778
10/10/2012 19:40,us,light,900,43.0480556,-76.1477778
10/10/2012 19:45,us,circle,240,43.0480556,-76.1477778
10/10/2012 20:00,us,light,20,38.8338889,-104.8208333
10/10/2012 20:00,us,changing,240,32.9975000,-87.6300000
10/10/2012 20:15,us,disk,1800,40.7141667,-74.0063889
10/10/2012 20:17,,triangle,30,44.136076,-79.308339
10/10/2012 20:30,us,fireball,120,32.3122222,-106.7777778
10/10/2012 20:30,us,light,240,37.7305556,-88.9330556
10/10/2012 20:30,us,other,6,37.3394444,-121.8938889
10/10/2012 20:45,us,sphere,300,33.4483333,-112.0733333
10/10/2012 20:48,us,light,240,46.6022222,-120.5047222
10/10/2012 21:00,us,changing,1200,30.2669444,-97.7427778
10/10/2012 21:00,us,cigar,180,36.3436111,-83.2841667
10/10/2012 21:00,us,light,600,46.8219444,-123.0950000
10/10/2012 23:01,us,cylinder,20,41.1147222,-74.1500000
10/10/2012 23:20,us,rectangle,5,33.7397222,-116.4119444
10/10/2013 00:00,,light,60,40.858433,-74.163755
10/10/2013 02:32,us,chevron,5,28.0777778,-82.7638889
10/10/2013 05:00,,triangle,600,36.864209,-86.710273
10/10/2013 17:00,us,light,10800,38.6272222,-90.1977778
10/10/2013 17:10,ca,light,10,45.416667,-75.7
10/10/2013 19:00,us,light,60,40.9780556,-81.7822222
10/10/2013 19:15,ca,light,120,45.716667,-67
10/10/2013 19:20,us,light,120,44.4905556,-73.1113889
10/10/2013 19:20,us,circle,600,29.9938889,-90.2416667
10/10/2013 20:00,us,circle,300,39.7463889,-84.2866667
10/10/2013 20:00,us,light,5,42.7647222,-71.4402778
10/10/2013 20:30,us,light,1200,42.9275000,-83.6300000
10/10/2013 20:30,us,circle,60,44.7791667,-93.3361111
10/10/2013 20:32,us,sphere,45,42.4775000,-83.0277778
10/10/2013 20:35,us,triangle,180,42.3086111,-83.4822222
10/10/2013 21:17,us,triangle,45,39.1611111,-80.3522222
10/10/2013 21:30,us,light,1,42.7647222,-71.4402778
10/11/1973 16:45,us,egg,14400,26.9338889,-80.0944444
10/11/1978 23:00,us,circle,300,42.5294444,-83.7802778
10/11/1986 20:30,au,,20,-23.697479,133.883621
10/11/1987 21:30,us,light,30,44.9133333,-93.5030556
10/11/1987 23:59,us,fireball,60,38.3708333,-90.5002778
10/11/1989 21:00,us,sphere,180,41.2455556,-89.9247222
10/11/1989 21:00,us,sphere,300,41.2455556,-89.9247222
10/11/1992 10:00,us,sphere,900,35.0844444,-106.6505556
10/11/1994 02:00,us,triangle,300,39.7763889,-74.8627778
10/11/1994 04:00,us,chevron,4,33.9533333,-117.3952778
10/11/1995 18:30,us,,720,40.7141667,-74.0063889
10/11/1995 20:00,us,,120,38.4191667,-82.4452778
10/11/1996 22:00,us,light,60,36.6336111,-81.7838889
10/11/1997 22:00,,sphere,300,64.066667,-21.95
10/11/1998 02:15,us,other,3600,37.5422222,-122.5150000
10/11/1998 14:05,us,cigar,120,18.4463889,-66.3880556
10/11/1998 14:30,us,light,10,36.5452778,-82.6611111
10/11/1998 20:30,us,sphere,14400,39.7944444,-87.3958333
10/11/1998 22:40,us,sphere,30,44.3875000,-68.2044444
10/11/1998 22:45,us,fireball,4,38.4088889,-121.3705556
10/11/1999 00:15,us,light,180,32.3666667,-86.3000000
10/11/1999 04:30,us,light,300,34.0522222,-118.2427778
10/11/1999 06:10,,unknown,120,45.124411,-92.673537
10/11/1999 07:40,us,oval,600,41.9438889,-85.6325000
10/11/1999 09:10,us,light,10,45.2630556,-122.6913889
10/11/1999 18:00,ca,disk,6,45.333333,-80.033333
10/11/1999 20:15,us,oval,30,42.0386111,-78.3411111
10/11/1999 20:15,us,oval,30,42.0386111,-78.3411111
10/11/1999 20:15,us,oval,60,42.0386111,-78.3411111
10/11/1999 20:15,us,oval,60,42.0386111,-78.3411111
10/11/1999 20:35,us,other,5400,36.6230556,-93.1638889
10/11/1999 21:00,us,cigar,2,40.9730556,-117.7347222
10/11/1999 21:10,us,triangle,45,42.1947222,-122.7083333
10/11/1999 21:30,us,light,600,37.6866667,-96.9763889
10/11/1999 21:30,us,light,3600,30.3880556,-95.6961111
10/11/1999 21:45,us,light,900,36.4011111,-93.7377778
10/11/1999 22:15,,disk,900,37.704344,-88.426757
10/11/1999 22:30,us,disk,600,41.9316667,-87.9888889
10/11/2000 19:30,gb,diamond,3,51.514125,-.093689
10/11/2000 20:00,us,light,30,43.9747222,-75.9111111
10/11/2000 22:00,us,light,30,38.7138889,-121.4616667
10/11/2000 22:09,gb,changing,240,52.75,-3.883333
10/11/2000 23:30,us,light,1500,33.9791667,-118.0319444
10/11/2001 01:00,us,light,10800,45.1244444,-92.6733333
10/11/2001 02:15,us,other,1800,64.8377778,-147.7163889
10/11/2001 05:15,us,light,900,39.7391667,-104.9841667
10/11/2001 08:15,us,teardrop,300,31.2516667,-89.8375000
10/11/2001 20:35,us,triangle,60,39.2191667,-121.0600000
10/11/2001 23:49,us,teardrop,300,40.7425000,-84.1052778
10/11/2002 06:17,us,fireball,6,37.2152778,-93.2980556
10/11/2002 13:25,us,sphere,600,39.5297222,-119.8127778
10/11/2002 16:15,us,cylinder,300,42.1625000,-71.0416667
10/11/2002 20:36,us,fireball,3,32.7833333,-96.8000000
10/11/2003 00:00,us,,172800,32.7152778,-117.1563889
10/11/2003 00:20,us,circle,5,43.6666667,-92.9744444
10/11/2003 01:29,us,egg,120,40.7141667,-74.0063889
10/11/2003 03:00,us,sphere,3,39.3280556,-120.1822222
10/11/2003 07:00,,fireball,3,37.916104,-85.956247
10/11/2003 11:32,us,circle,40,43.4197222,-85.8000000
10/11/2003 13:00,,cigar,2,41.492537,-99.901813
10/11/2003 19:05,us,light,600,38.7297222,-120.7975000
10/11/2003 20:00,us,unknown,10,40.0991667,-104.9366667
10/11/2003 20:30,us,disk,180,39.1652778,-86.5263889
10/11/2003 22:40,us,chevron,600,39.0911111,-94.4152778
10/11/2004 01:00,us,triangle,3,21.3069444,-157.8583333
10/11/2004 02:37,us,rectangle,20,34.0522222,-118.2427778
10/11/2004 03:40,us,light,20,44.9194444,-123.3158333
10/11/2004 04:15,us,other,7200,39.7327778,-75.1319444
10/11/2004 05:00,us,light,15,37.3394444,-121.8938889
10/11/2004 10:00,,light,1200,27.477936,-99.549573
10/11/2004 11:00,us,formation,2700,36.6777778,-121.6544444
10/11/2004 14:00,us,circle,60,35.1186111,-120.5897222
10/11/2004 18:00,us,rectangle,120,36.7477778,-119.7713889
10/11/2004 19:00,,light,5,41.314497,-81.83569
10/11/2004 22:29,us,fireball,1351,27.5061111,-99.5072222
10/11/2004 23:00,us,formation,7200,26.6155556,-80.0572222
10/11/2004 23:15,us,light,540,42.9638889,-78.7380556
10/11/2005 00:00,gb,formation,180,52.683333,-2.016667
10/11/2005 00:00,us,light,180,28.1875000,-82.7397222
10/11/2005 03:00,us,circle,7200,44.8041667,-93.1666667
10/11/2005 03:20,,circle,180,36.188137,-94.540496
10/11/2005 16:00,,formation,600,39.32098,-111.093731
10/11/2005 16:36,us,light,720,40.6808333,-112.2622222
10/11/2005 18:33,,light,2,21.344507,-157.974891
10/11/2005 18:45,us,light,5400,33.5805556,-112.2366667
10/11/2005 19:00,us,formation,1800,33.3702778,-112.5830556
10/11/2005 19:00,us,light,1800,32.8794444,-111.7566667
10/11/2005 19:30,us,triangle,3,33.4147222,-111.9086111
10/11/2005 19:45,us,light,1800,30.6941667,-88.0430556
10/11/2005 21:00,us,oval,300,40.8527778,-74.0425000
10/11/2005 21:00,us,light,10,42.2711111,-95.0927778
10/11/2005 21:50,gb,oval,3600,53.433333,-1.35
10/11/2006 01:25,us,disk,13,36.1658333,-86.7844444
10/11/2006 02:00,,circle,420,41.615591,-87.529487
10/11/2006 05:40,,disk,30,43.161748,-70.648258
10/11/2006 09:00,,oval,600,34.746481,-92.289595
10/11/2006 11:29,us,unknown,120,47.8211111,-122.3138889
10/11/2006 19:00,us,fireball,120,34.0625000,-118.1219444
10/11/2006 19:30,us,light,600,47.0227778,-91.6705556
10/11/2006 20:45,us,diamond,3600,30.4211111,-87.2169444
10/11/2006 21:00,us,light,900,30.6322222,-87.0397222
10/11/2006 21:20,gb,formation,5,51.816667,-1.283333
10/11/2006 21:32,us,circle,3,34.2241667,-118.2391667
10/11/2006 22:00,us,light,60,36.3955556,-97.8780556
10/11/2006 23:00,us,triangle,60,35.5361111,-100.9594444
10/11/2006 24:00,us,oval,120,43.2127778,-75.4561111
10/11/2007 04:40,us,oval,360,39.0297222,-84.3663889
10/11/2007 10:10,us,cylinder,900,45.2944444,-123.1752778
10/11/2007 16:00,us,circle,900,45.4077778,-122.5691667
10/11/2007 19:28,,unknown,3600,-27.597553,152.7455
10/11/2007 19:50,us,triangle,10,47.6063889,-122.3308333
10/11/2007 20:15,us,light,1800,35.0241667,-81.0280556
10/11/2007 20:30,us,disk,1800,30.2458333,-87.7008333
10/11/2007 23:00,gb,unknown,300,51.514125,-.093689
10/11/2008 00:00,,chevron,60,46.62794,14.30899
10/11/2008 04:30,us,disk,3,25.9013889,-97.4972222
10/11/2008 06:00,us,light,180,37.9780556,-122.0300000
10/11/2008 13:00,us,sphere,20,35.6708333,-80.4744444
10/11/2008 17:30,,cylinder,240,-27.088079,152.928057
10/11/2008 19:00,us,circle,7200,41.1669444,-73.2052778
10/11/2008 19:00,us,sphere,7200,39.5122222,-76.7697222
10/11/2008 19:00,us,light,60,33.9533333,-117.3952778
10/11/2008 19:30,us,triangle,30,26.1416667,-81.7950000
10/11/2008 20:30,us,light,900,31.2577778,-95.9780556
10/11/2008 20:30,,changing,300,41.885738,-87.969213
10/11/2008 22:20,us,fireball,120,35.0844444,-106.6505556
10/11/2008 22:30,us,triangle,30,34.0522222,-118.2427778
10/11/2009 00:00,,unknown,10,48.50389,-122.23611
10/11/2009 02:45,us,other,10800,40.7616667,-73.3297222
10/11/2009 04:00,us,light,600,37.9833333,-75.8541667
10/11/2009 04:45,ca,flash,5,47.55,-52.666667
10/11/2009 09:45,us,triangle,20,42.3713889,-83.4702778
10/11/2009 12:30,us,egg,1200,33.5386111,-112.1852778
10/11/2009 18:00,us,disk,120,38.2541667,-85.7594444
10/11/2009 18:05,us,oval,3,26.7052778,-80.0366667
10/11/2009 19:00,us,circle,15,41.9666667,-71.5500000
10/11/2009 19:50,us,flash,540,39.5741667,-86.8652778
10/11/2009 21:55,us,light,180,43.0730556,-89.4011111
10/11/2010 00:30,us,other,1200,33.8491667,-118.3875000
10/11/2010 04:00,,rectangle,1,46.553733,-120.383162
10/11/2010 04:50,us,oval,120,42.6525000,-73.7566667
10/11/2010 06:20,us,sphere,2400,26.7052778,-80.0366667
10/11/2010 12:30,us,changing,2700,38.6786111,-121.2247222
10/11/2010 19:40,us,light,240,44.8277778,-92.9436111
10/11/2010 20:50,us,circle,60,34.1361111,-117.8644444
10/11/2010 20:53,us,triangle,5,33.0416667,-116.8672222
10/11/2010 21:35,us,other,15,37.5958333,-122.0180556
10/11/2010 23:20,,fireball,15,42.586888,-82.919551
10/11/2011 03:15,us,chevron,120,37.8902778,-88.3030556
10/11/2011 08:40,us,other,180,36.0397222,-114.9811111
10/11/2011 15:00,us,light,8,37.6775000,-113.0611111
10/11/2011 19:40,us,light,90,41.6005556,-93.6088889
10/11/2011 19:42,us,circle,1800,41.6361111,-70.9347222
10/11/2011 21:00,us,,300,41.3325000,-73.2077778
10/11/2011 21:10,us,circle,30,33.9133333,-78.3041667
10/11/2011 23:23,us,unknown,480,37.7622222,-84.8433333
10/11/2012 01:00,us,unknown,4,42.2625000,-71.8027778
10/11/2012 02:45,us,sphere,3600,40.6377778,-74.4513889
10/11/2012 04:00,us,light,2,42.6105556,-71.2347222
10/11/2012 07:00,,disk,120,40.695655,-73.325675
10/11/2012 08:00,us,cigar,7200,41.6347222,-84.9994444
10/11/2012 19:30,us,light,300,39.2544444,-76.7002778
10/11/2012 19:30,us,fireball,720,41.2788889,-75.8786111
10/11/2012 19:45,us,circle,300,43.0830556,-73.7850000
10/11/2012 20:00,us,diamond,60,41.2052778,-76.0052778
10/11/2012 20:30,us,fireball,120,32.3122222,-106.7777778
10/11/2012 20:42,us,triangle,10,47.3525000,-121.9825000
10/11/2012 21:00,us,diamond,60,40.1550000,-74.8291667
10/11/2012 21:01,us,sphere,30,33.4483333,-112.0733333
